abacus,,,,,,,, trust,,
abandon,,,, fear,, sadness,,, negative,
threaten, anger, anticip,, fear,,,,, negative,
threatening, anger,, disgust, fear,,,,, negative,
thresh, anger,,, fear,, sadness,,, negative,
thrift,,, disgust,,,,, trust,, positive
thrill,, anticip,, fear, joy,, surprise,,, positive
thrilling,, anticip,,, joy,, surprise,,, positive
thriving,, anticip,,, joy,,,,, positive
throb,,,, fear,, sadness,,, negative,
throne,,,,,,,, trust,, positive
throttle, anger,,,,,,,, negative,
thug, anger,, disgust, fear,,,,, negative,
thump, anger,,,,,,,, negative,
thumping,,,, fear,,,,,,
thundering, anger,,, fear,,,,, negative,
thwart,,,,,,, surprise,, negative,
tickle,, anticip,,, joy,, surprise, trust,, positive
tiff, anger,,,,,,,, negative,
tighten, anger,,,,,,,,,
tiling,,,,,,,,,, positive
time,, anticip,,,,,,,,
timely,,,,,,,,,, positive
timid,,,, fear,, sadness,,, negative,
timidity,, anticip,, fear,,,,, negative,
tinsel,,,,, joy,,,,, positive
tipsy,,,,,,,,, negative,
tirade, anger,, disgust,,,,,, negative,
tired,,,,,,,,, negative,
tiredness,,,,,,,,, negative,
tiresome,,,,,,,,, negative,
tit,,,,,,,,, negative,
title,,,,,,,, trust,, positive
toad,,, disgust,,,,,, negative,
toast,,,,, joy,,,,, positive
tobacco,,,,,,,,, negative,
toilet,,, disgust,,,,,, negative,
toils,,,,,,,,, negative,
tolerant,,,,,,,,,, positive
tolerate, anger,,,,, sadness,,, negative,
toleration,,,,,,,,,, positive
tomb,,,,,, sadness,,,,
tomorrow,, anticip,,,,,,,,
toothache,,,, fear,,,,, negative,
top,, anticip,,,,,, trust,, positive
topple,,,,,,, surprise,,,
torment, anger,,, fear,, sadness,,, negative,
torn,,,,,,,,, negative,
tornado,,,, fear,,,,,,
torpedo, anger,,,,,,,, negative,
torrent,,,, fear,,,,,,
torrid,,,,,,,,, negative,
tort,,,,,,,,, negative,
tortious, anger,, disgust,,,,,, negative,
torture, anger, anticip, disgust, fear,, sadness,,, negative,
touched,,,,,,,,, negative,
touchy, anger,,,,, sadness,,, negative,
tough,,,,,, sadness,,, negative,
toughness, anger,,, fear,,,, trust,, positive
tower,,,,,,,,,, positive
towering,, anticip,, fear,,,,,, positive
toxic,,, disgust,,,,,, negative,
toxin,,,, fear,,,,, negative,
track,, anticip,,,,,,,,
tract,,,, fear,,,,,,
trade,,,,,,,, trust,,
traditional,,,,,,,,,, positive
tragedy,,,, fear,, sadness,,, negative,
tragic,,,,,,,,, negative,
trainer,,,,,,,, trust,,
traitor, anger,, disgust, fear,, sadness,,, negative,
tramp,,, disgust, fear,, sadness,,, negative,
trance,,,,,,,,, negative,
tranquil,,,,, joy,,,,, positive
tranquility,,,,, joy,,, trust,, positive
transaction,,,,,,,, trust,,
transcendence,, anticip,,, joy,, surprise, trust,, positive
transcendental,,,,,,,,,, positive
transcript,,,,,,,, trust,,
transgression,,,,,,,,, negative,
transitional,, anticip,,,,,,,,
translation,,,,,,,, trust,,
trappings,,,,,,,,, negative,
traps,,,,,,,,, negative,
trash,,, disgust,,, sadness,,, negative,
trashy,,, disgust,,,,,, negative,
traumatic, anger,,, fear,, sadness,,, negative,
travail,,,,,,,,, negative,
traveling,,,,,,,,,, positive
travesty,,, disgust, fear,, sadness,,, negative,
treacherous, anger,, disgust, fear,,,,, negative,
treachery, anger,,, fear,, sadness, surprise,, negative,
treadmill,, anticip,,,,,,,,
treason, anger,, disgust, fear,,, surprise,, negative,
treasure,, anticip,,, joy,,, trust,, positive
treasurer,,,,,,,, trust,,
treat, anger, anticip, disgust, fear, joy, sadness, surprise, trust, negative, positive
tree, anger, anticip, disgust,, joy,, surprise, trust,, positive
trembling,,,, fear,,,,, negative,
tremendously,,,,,,,,,, positive
tremor, anger, anticip,, fear,, sadness,,, negative,
trend,,,,,,,,,, positive
trendy,,,,,,,,,, positive
trepidation,, anticip,, fear,,, surprise,, negative,
trespass, anger,,,,,,,, negative,
tribe,,,,,,,, trust,,
tribulation,,,, fear,, sadness,,, negative,
tribunal,, anticip, disgust, fear,,,, trust, negative,
tribune,,,,,,,, trust,,
tributary,, anticip,,,,,,,, positive
tribute,,,,,,,,,, positive
trick,,,,,,, surprise,, negative,
trickery, anger,, disgust, fear,, sadness, surprise,, negative,
trifle,,,,,,,,, negative,
trig,,,,,,,,,, positive
trip,,,,,,, surprise,,,
tripping, anger,,,,, sadness,,, negative,
triumph,, anticip,,, joy,,,,, positive
triumphant,, anticip,,, joy,,, trust,, positive
troll, anger,,, fear,,,,, negative,
trophy,, anticip,,, joy,, surprise, trust,, positive
troublesome, anger,,, fear,,,,, negative,
truce,,,,, joy,,, trust,, positive
truck,,,,,,,, trust,,
trump,,,,,,, surprise,,,
trumpet,,,,,,,,, negative,
truss,,,,,,,, trust,,
trust,,,,,,,, trust,,
trustee,,,,,,,, trust,,
trusty,,,,,,,,,, positive
truth,,,,,,,, trust,, positive
truthful,,,,,,,, trust,,
truthfulness,,,,,,,, trust,, positive
tumble,,,,,,,,, negative,
tumor,,,, fear,,,,, negative,
tumour,,,, fear,, sadness,,, negative,
tumult, anger,,, fear,,, surprise,, negative,
tumultuous, anger,,, fear,,,,, negative,
turbulence, anger,,, fear,,,,, negative,
turbulent,,,, fear,,,,, negative,
turmoil, anger,,, fear,, sadness,,, negative,
tussle, anger,,,,,,,,,
tutelage,,,,,,,, trust,, positive
tutor,,,,,,,,,, positive
twin,,,,,,,,,, positive
twinkle,, anticip,,, joy,,,,, positive
twitch,,,,,,,,, negative,
typhoon,,,, fear,,,,, negative,
tyrannical, anger,, disgust, fear,,,,, negative,
tyranny,,,, fear,, sadness,,, negative,
tyrant, anger,, disgust, fear,, sadness,,, negative,
ugliness,,, disgust, fear,, sadness,,, negative,
ugly,,, disgust,,,,,, negative,
ulcer, anger,, disgust, fear,, sadness,,, negative,
ulterior,,,,,,,,, negative,
ultimate,, anticip,,,, sadness,,,,
ultimately,, anticip,,,,,,,, positive
ultimatum, anger,,, fear,,,,, negative,
umpire,,,,,,,, trust,, positive
unable,,,,,, sadness,,, negative,
unacceptable,,,,,, sadness,,, negative,
unaccountable,, anticip, disgust,,, sadness,, trust, negative,
unacknowledged,,,,,, sadness,,,,
unanimity,,,,,,,,,, positive
unanimous,,,,,,,,,, positive
unanticipated,,,,,,, surprise,,,
unapproved,,,,,,,,, negative,
unassuming,,,,,,,,,, positive
unattached,,,,,,,,, negative,
unattainable, anger,,,,, sadness,,, negative,
unattractive,,, disgust,,, sadness,,, negative,
unauthorized,,,,,,,,, negative,
unavoidable,,,,,,,,, negative,
unaware,,,,,,,,, negative,
unbearable,,, disgust,,, sadness,,, negative,
unbeaten,, anticip,,, joy, sadness, surprise,, negative, positive
unbelief,,,,,,,,, negative,
unbelievable,,,,,,,,, negative,
unbiased,,,,,,,,,, positive
unborn,,,,,,,,, negative,
unbreakable,,,,,,,,,, positive
unbridled, anger, anticip,, fear,,, surprise,, negative, positive
unbroken,,,,,,,, trust,, positive
uncanny,,,, fear,,, surprise,, negative,
uncaring, anger,, disgust,,, sadness,,, negative,
uncertain, anger,, disgust, fear,,, surprise,, negative,
uncertainty,,,,,,,,,,
unchangeable,,,,,,,,, negative,
unclean,,, disgust,,,,,, negative,
uncomfortable,,,,,,,,, negative,
unconscionable,,, disgust,,,,,, negative,
unconscious,,,,,,,,, negative,
unconstitutional,,,,,,,,, negative,
unconstrained,,,,, joy,,,,, positive
uncontrollable, anger, anticip,,,,, surprise,, negative,
uncontrolled,,,,,,,,, negative,
uncover,,,,,,, surprise,,,
undecided,, anticip,, fear,,,,, negative,
underestimate,,,,,,, surprise,,,
underline,,,,,,,,,, positive
undermined,,,,,,,,, negative,
underpaid, anger,,,,, sadness,,, negative,
undersized,,,,,,,,, negative,
understanding,,,,,,,, trust,, positive
undertaker,,,,,, sadness,,,,
undertaking,, anticip,,,,,,,,
underwrite,,,,,,,, trust,, positive
undesirable, anger,, disgust, fear,, sadness,,, negative,
undesired,,,,,, sadness,,, negative,
undisclosed,, anticip,,,,,,,,
undiscovered,,,,,,, surprise,,,
undivided,,,,,,,,,, positive
undo,,,,,,,,, negative,
undoubted,, anticip, disgust,,,,,,,
undying,, anticip,,, joy, sadness,, trust,, positive
uneasiness,, anticip,,,, sadness,,, negative,
uneasy,,, disgust, fear,,,,, negative,
uneducated,,,,,, sadness,,, negative,
unemployed,,,, fear,, sadness,,, negative,
unequal, anger,, disgust, fear,, sadness,,, negative,
unequivocal,,,,,,,, trust,,
unequivocally,,,,,,,,,, positive
uneven,,,,,,,,, negative,
unexpected,, anticip,, fear, joy,, surprise,, negative, positive
unexpectedly,,,,,,, surprise,,,
unexplained,, anticip,,,, sadness,,, negative,
unfair, anger,, disgust,,, sadness,,, negative,
unfairness, anger,,,,, sadness,,, negative,
unfaithful,,, disgust,,,,,, negative,
unfavorable,,, disgust,,, sadness,,, negative,
unfinished,,,,,,,,, negative,
unfold,, anticip,,,,,,,, positive
unforeseen,,,,,,, surprise,,,
unforgiving, anger,,,,, sadness,,, negative,
unfortunate,,,,,, sadness,,, negative,
unfriendly, anger,, disgust, fear,, sadness,,, negative,
unfulfilled, anger, anticip,,,, sadness, surprise,, negative,
unfurnished,,,,,,,,, negative,
ungodly,,,,,, sadness,,, negative,
ungrateful, anger,, disgust,,,,,, negative,
unguarded,,,,,,, surprise,,,
unhappiness,,,,,, sadness,,, negative,
unhappy, anger,, disgust,,, sadness,,, negative,
unhealthy,,, disgust, fear,, sadness,,, negative,
unholy,,,, fear,,,,, negative,
unification,, anticip,,, joy,,, trust,, positive
uniformly,,,,,,,,,, positive
unimaginable,,,,,,, surprise,, negative, positive
unimportant,,,,,, sadness,,, negative,
unimpressed,,,,,,,,, negative,
unimproved,,,,,,,,, negative,
uninfected,,,,,,,,,, positive
uninformed,,,,,,,,, negative,
uninitiated,,,,,,,,, negative,
uninspired,,,,,, sadness,,, negative,
unintelligible,,,,,,,,, negative,
unintended,,,,,,, surprise,,,
unintentional,,,,,,, surprise,,,
unintentionally,,,,,,, surprise,, negative,
uninterested,,,,,, sadness,,, negative,
uninteresting,,,,,, sadness,,, negative,
uninvited,,,,,, sadness,,,,
unique,,,,,,, surprise,,, positive
unison,,,,,,,,,, positive
unitary,,,,,,,,,, positive
united,,,,,,,, trust,, positive
unity,,,,,,,, trust,, positive
university,, anticip,,,,,,,, positive
unjust, anger,,,,,,,, negative,
unjustifiable, anger,, disgust, fear,,,,, negative,
unjustified,,,,,,,,, negative,
unkind, anger,, disgust, fear,, sadness,,, negative,
unknown,, anticip,, fear,,,,, negative,
unlawful, anger,, disgust, fear,, sadness,,, negative,
unlicensed,,,,,,,,, negative,
unlimited,,,,,,,,,, positive
unlucky, anger,, disgust, fear,, sadness,,, negative,
unmanageable,,, disgust,,,,,, negative,
unnatural,,, disgust, fear,,,,, negative,
unofficial,,,,,,,,, negative,
unpaid, anger,,,,, sadness,,, negative,
unpleasant,,, disgust,,, sadness,,, negative,
unpopular,,, disgust,,, sadness,,, negative,
unprecedented,,,,,,, surprise,,,
unpredictable,,,,,,, surprise,, negative,
unprepared,,,,,,,,, negative,
unpretentious,,,,,,,,,, positive
unproductive,,,,,,,,, negative,
unprofitable,,,,,,,,, negative,
unprotected,,,,,,,,, negative,
unpublished,, anticip,,,, sadness,,, negative,
unquestionable,,,,,,,, trust,, positive
unquestionably,,,,,,,, trust,, positive
unquestioned,,,,,,,, trust,, positive
unreliable,,,,,,,, trust, negative,
unrequited,,,,,, sadness,,, negative,
unresolved,, anticip,,,,,,,,
unrest,,,, fear,, sadness,,,,
unruly, anger,, disgust, fear,,,,, negative,
unsafe,,,, fear,,,,, negative,
unsatisfactory,,, disgust,,,,,, negative,
unsatisfied,,, disgust,,, sadness,,, negative,
unsavory,,,,,,,,, negative,
unscathed,,,,,,,,,, positive
unscrupulous,,,,,,,,, negative,
unseat,,,,,, sadness,,,,
unselfish,,,,,,,,,, positive
unsettled, anger,, disgust, fear,,,,, negative,
unsightly,,, disgust,,,,,, negative,
unsophisticated,,,,,,,,, negative,
unspeakable,,,, fear,,,,, negative,
unstable,,,, fear,,, surprise,, negative,
unsteady,,,, fear,,,,,,
unsuccessful,,,,,, sadness,,, negative,
unsuitable,,,,,,,,, negative,
unsung,,,,,,,,, negative,
unsupported,,,,,,,,, negative,
unsurpassed,, anticip,, fear, joy,,, trust,, positive
unsuspecting,,,,,,, surprise,,,
unsustainable,,,,,,,,, negative,
unsympathetic, anger,,,,,,,, negative,
untamed,,,,,,,,, negative,
untenable,,,,,,,,, negative,
unthinkable, anger,, disgust, fear,,,,, negative,
untidy,,, disgust,,,,,, negative,
untie,,,,, joy,,,, negative, positive
untimely,,,,,,,,, negative,
untitled,,,,,, sadness,,, negative,
untold,, anticip,,,,,,, negative,
untoward, anger,, disgust,,,,,, negative,
untrained,,,,,,,,, negative,
untrue,,,,,,,,, negative,
untrustworthy, anger,,,,,,,, negative,
unverified,, anticip,,,,,,,,
unwarranted,,,,,,,,, negative,
unwashed,,, disgust,,,,,, negative,
unwavering,,,,,,,, trust,, positive
unwelcome,,,,,, sadness,,, negative,
unwell,,,,,, sadness,,, negative,
unwillingness,,,,,,,,, negative,
unwise,,,,,,,,, negative,
unwitting,,,,,,,,, negative,
unworthy,,, disgust,,,,,, negative,
unyielding,,,,,,,,, negative,
upheaval, anger,,, fear,, sadness,,, negative,
uphill,, anticip,, fear,,,,, negative, positive
uplift,, anticip,,, joy,,, trust,, positive
upright,,,,,,,, trust,, positive
uprising, anger, anticip,, fear,,,,, negative,
uproar,,,,,,,,, negative,
upset, anger,,,,, sadness,,, negative,
urchin,,,,,,,,, negative,
urgency,, anticip,, fear,,, surprise,,,
urgent,, anticip,, fear,,, surprise,, negative,
urn,,,,,, sadness,,,,
usefulness,,,,,,,,,, positive
useless,,,,,,,,, negative,
usher,,,,,,,, trust,, positive
usual,,,,,,,, trust,, positive
usurp, anger,,,,,,,, negative,
usurped, anger,,, fear,,,,, negative,
usury,,,,,,,,, negative,
utility,,,,,,,,,, positive
utopian,, anticip,,, joy,,, trust,, positive
vacancy,,,,,,,,, negative,
vacation,, anticip,,, joy,,,,, positive
vaccine,,,,,,,,,, positive
vacuous,,, disgust,,,,,, negative,
vague,,,,,,,,, negative,
vagueness,,,,,,,,, negative,
vainly,,, disgust,,, sadness,,, negative,
valiant,,,,,,,,,, positive
validity,,,, fear,,,,,,
valor,,,,,,,, trust,, positive
valuable,,,,,,,,,, positive
vampire, anger,, disgust, fear,,,,, negative,
vanguard,,,,,,,,,, positive
vanish,,,,,,, surprise,,,
vanished,,,, fear,, sadness, surprise,, negative,
vanity,,,,,,,,, negative,
vanquish,,,,,,,,,, positive
variable,,,,,,, surprise,,,
varicella,,, disgust, fear,, sadness,,, negative,
varicose,,,,,,,,, negative,
veal,,,,,, sadness,, trust,,
veer,,,, fear,,, surprise,,,
vegetative,,, disgust,,, sadness,,, negative,
vehement, anger,,, fear,,,,, negative,
velvet,,,,,,,,,, positive
velvety,,,,,,,,,, positive
vendetta, anger,,, fear,, sadness,,, negative,
venerable,, anticip,,, joy,,, trust,, positive
veneration,,,,,,,,,, positive
vengeance, anger,,,,,,,, negative,
vengeful, anger,,, fear,,,,, negative,
venom, anger,, disgust, fear,,,,, negative,
venomous, anger,, disgust, fear,,,,, negative,
vent, anger,,,,,,,,,
veracity,, anticip,,, joy,, surprise, trust,, positive
verbosity,,,,,,,,, negative,
verdant,,,,,,,,,, positive
verdict,,,, fear,,,,,,
verge,, anticip,, fear,,,,, negative,
verification,,,,,,,, trust,, positive
verified,,,,,,,, trust,, positive
verily,,,,,,,, trust,, positive
veritable,,,,,,,,,, positive
vermin, anger,, disgust, fear,,,,, negative,
vernal,,,,, joy,,,,, positive
versus, anger,,,,,,,, negative,
vertigo,,,, fear,,,,, negative,
verve,,,,,,,,,, positive
vesicular,,, disgust,,,,,,,
veteran,,,,,,,, trust,, positive
veto, anger,,,,,,,, negative,
vicar,,,,,,,, trust,, positive
vice,,,,,,,,, negative,
vicious, anger,, disgust,,,,,, negative,
victim, anger,,, fear,, sadness,,, negative,
victimized, anger,, disgust, fear,, sadness, surprise,, negative,
victor,,,,, joy,,,,, positive
victorious,,,,, joy,,,,, positive
victory,, anticip,,, joy,,, trust,, positive
vigil,, anticip,,,,,,,,
vigilance,, anticip,,,,,, trust,, positive
vigilant,,,, fear,,,, trust,, positive
vigor,,,,,,,,,, positive
vigorous,,,,,,,, trust,, positive
villager,,,,,,,, trust,, positive
villain,,,, fear,,,,, negative,
villainous, anger,, disgust, fear,,,,, negative,
vindicate, anger,,,,,,,,,
vindicated,,,,,,,,,, positive
vindication,, anticip,,, joy,,, trust,, positive
vindictive, anger,, disgust,,,,,, negative,
violation, anger,,, fear,, sadness, surprise,, negative,
violence, anger,,, fear,, sadness,,, negative,
violent, anger,, disgust, fear,,, surprise,, negative,
violently, anger,, disgust, fear,, sadness,,, negative,
viper,,,, fear,,,,, negative,
virgin,,,,,,,, trust,, positive
virginity,, anticip,,,,,,,, positive
virtue,,,,,,,, trust,, positive
virtuous,,,,, joy,,, trust,, positive
virulence, anger,,, fear,,,,, negative,
virus,,,,,,,,, negative,
vision,, anticip,,,,,,,, positive
visionary,, anticip,,, joy,,, trust,, positive
visit,,,,,,,,,, positive
visitation,,,,,,,,, negative,
visitor,, anticip,,, joy,,,,, positive
visor,, anticip,,,,, surprise,,,
vital,,,,,,,,,, positive
vitality,,,,, joy,,, trust,, positive
vivacious,,,,, joy,,,,, positive
vivid,,,,, joy,,,,, positive
vixen,,,,,,,,, negative,
vocabulary,,,,,,,,,, positive
volatility, anger, anticip,, fear,,, surprise,, negative,
volcano,,,, fear,,, surprise,, negative,
volunteer,, anticip,, fear, joy,,, trust,, positive
volunteers,,,,,,,, trust,,
voluptuous,, anticip,,, joy,,,,, positive
vomit,,, disgust,,,,,,,
vomiting,,,,,,,,, negative,
voodoo,,,,,,,,, negative,
vote, anger, anticip,,, joy, sadness, surprise, trust, negative, positive
votive,,,,,,,, trust,,
vouch,,,,,,,, trust,, positive
voucher,,,,,,,, trust,,
vow,, anticip,,, joy,,, trust,, positive
voyage,, anticip,,,,,,,,
vulgar,,, disgust,,,,,, negative,
vulgarity, anger,, disgust,,, sadness,,, negative,
vulnerability,,,, fear,, sadness,,, negative,
vulture,,, disgust, fear,,,,, negative,
waffle, anger,,,,, sadness,,, negative,
wages,,,,, joy,,,,, positive
wail,,,, fear,, sadness,,, negative,
wait,, anticip,,,,,,, negative,
wallow,,, disgust,,, sadness,,, negative,
wan,,,, fear,, sadness,,, negative,
wane,,,,,, sadness,,, negative,
wanting,,,,,, sadness,,, negative,
war,,,, fear,,,,, negative,
warden, anger,,, fear,,,, trust, negative,
ware,,,, fear,,,,, negative,
warfare, anger,,, fear,, sadness,,, negative,
warlike, anger,,, fear,,,,, negative,
warlock,,,, fear,,,,,,
warn,, anticip,, fear,,, surprise, trust, negative,
warned,, anticip,, fear,,, surprise,,,
warning,,,, fear,,,,,,
warp, anger,,,,, sadness,,, negative,
warped,,,,,,,,, negative,
warranty,,,,,,,, trust,, positive
warrior, anger,,, fear,,,,,, positive
wart,,, disgust,,,,,, negative,
wary,,,, fear,,,,,,
waste,,, disgust,,,,,, negative,
wasted, anger,, disgust,,,,,, negative,
wasteful, anger,, disgust,,, sadness,,, negative,
wasting,,, disgust, fear,, sadness,,, negative,
watch,, anticip,, fear,,,,,,
watchdog,,,,,,,, trust,, positive
watchful,,,,,,,, trust,, positive
watchman,,,,,,,, trust,, positive
waterproof,,,,,,,,,, positive
watery,,,,,,,,, negative,
waver,,,, fear,,,,, negative,
weakened,,,,,,,,, negative,
weakly,,,, fear,, sadness,,, negative,
weakness,,,,,,,,, negative,
wealth,,,,, joy,,, trust,, positive
wear,,,,,,,, trust, negative,
wearily,,,,,, sadness,,, negative,
weariness,,,,,, sadness,,, negative,
weary,,,,,, sadness,,, negative,
weatherproof,,,,,,,,,, positive
weeds,,,,,, sadness,,, negative,
weep,,,,,, sadness,,, negative,
weeping,,,,,, sadness,,,,
weigh,, anticip,,,,,, trust,,
weight,, anticip, disgust, fear, joy, sadness, surprise, trust, negative, positive
weighty,,,, fear,,,,,,
weird,,, disgust,,,,,, negative,
weirdo,,,, fear,,,,, negative,
welcomed,,,,, joy,,,,, positive
wen,,,,,,,,, negative,
wench, anger,, disgust,,,,,, negative,
whack,,,,,,,,, negative,
whim,, anticip,,, joy,, surprise,, negative,
whimper,,,, fear,, sadness,,,,
whimsical,,,,, joy,,,,,
whine,,, disgust,,, sadness,,, negative,
whip, anger,,,,,,,, negative,
whirlpool,,,, fear,,,,,,
whirlwind,,,, fear,,,,, negative,
whisky,,,,,,,,, negative,
white,, anticip,,, joy,,, trust,, positive
whiteness,,,,, joy,,,,, positive
wholesome,,,,,,,, trust,, positive
whore,,, disgust,,,,,, negative,
wicked,,,, fear,,,,, negative,
wickedness,,, disgust,,,,,, negative,
wicket,,,,,,,,,, positive
widespread,,,,,,,,,, positive
widow,,,,,, sadness,,,,
widower,,,,,, sadness,,,,
wild,,,,,,, surprise,, negative,
